Pays,PIB
Costa Rica,4676.379366
Belgium,46744.66254
Libya,4673.145576
Canada,46710.50558
Central African Republic,467.9080323
Madagascar,467.5397834
Madagascar,467.2354316
Ethiopia,467.0778718
Germany,46644.77603
Jamaica,4664.530242
Sweden,46593.60216
Belgium,46591.49161
Iraq,4657.280269
Canada,46548.52036
Denmark,46511.59833
Uzbekistan,465.1198869
Lebanon,4649.547646
Finland,46459.97325
Central African Republic,464.5612047
Niger,464.057999
Guatemala,4638.634943
Iraq,4636.639325
Bosnia and Herzegovina,4635.510195
Canada,46338.34096
Ecuador,4633.591284
Lebanon,4630.790585
United States,46298.73144
Finland,46297.49635
Germany,46285.76407
Lebanon,4626.853003
Tonga,4624.823449
Hungary,4624.281657
Jamaica,4623.747897
Georgia,4623.745725
Germany,46208.42947
Romania,4617.929016
Angola,4615.468219
Mozambique,461.4150941
Armenia,4604.646324
Guatemala,4603.339617
Netherlands,46007.85292
Myanmar,460.9088892
Iceland,45995.54788
Panama,4592.152614
Fiji,4591.577015
North Macedonia,4584.709832
Tonga,4581.783245
Guyana,4580.698762
Lebanon,4579.459593
Kuwait,45782.14857
Albania,4578.633208
North Macedonia,4577.688755
Lebanon,4576.387617
Lebanon,4575.107459
Chile,4574.594716
Burkina Faso,457.9334308
Belize,4568.641228
Uzbekistan,456.7062895
Sudan,456.6242379
Iraq,4550.658638
China,4550.453108
Namibia,4546.986688
Tunisia,4544.016632
Germany,45427.15168
United Kingdom,45404.56777
Chad,454.3363652
France,45334.11796
Albania,4531.019374
Guinea,453.4037133
Austria,45276.83144
Eswatini,4527.565039
Bulgaria,4523.050833
Netherlands,45175.23189
Belgium,45159.34822
Tonga,4513.432531
Canada,45129.35644
Kenya,451.6687666
India,451.5729973
Estonia,4505.858332
Belize,4505.600593
Poland,4501.454067
Central African Republic,450.9006579
Eritrea,450.6323989
Japan,44968.15623
Eswatini,4496.613361
Lebanon,4491.641934
Togo,449.7382505
Netherlands,44863.35063
Algeria,4480.786318
Mozambique,448.5442807
Sierra Leone,448.3376621
Tunisia,4479.930327
Guatemala,4478.424646
Zimbabwe,447.8547399
Belgium,44673.11588
Canada,44659.89514
United Kingdom,44654.09692
Malaysia,4461.847325
Bangladesh,446.3106757
Belgium,44583.54481
New Zealand,44572.89875
Germany,44542.2952
Guatemala,4454.04815
United Arab Emirates,44498.94051
Chile,4446.249371
Tunisia,4444.816511
Turkmenistan,4439.202128
Albania,4437.142612
India,443.3141938
Tonga,4428.146521
Belgium,44262.896
Belize,4423.496842
Lebanon,4422.389292
Georgia,4421.818242
Austria,44178.04738
Israel,44168.94364
Belgium,44141.87814
Albania,4413.062005
United States,44114.74778
Belgium,44089.31009
Kuwait,44062.34091
Jordan,4405.487109
Namibia,4405.410399
Mongolia,4404.84583
Costa Rica,4404.711884
Belize,4404.308198
Mali,440.9567771
Israel,43951.24773
Eritrea,439.8321034
Germany,43858.36306
United Arab Emirates,43839.32449
Rwanda,438.6641845
Madagascar,438.6555158
Somalia,438.2551656
Malawi,438.2118568
France,43790.72602
Thailand,4379.658787
Finland,43784.28396
United Arab Emirates,43751.80565
United Kingdom,43713.81412
Fiji,4371.447385
Albania,4370.539925
Afghanistan,437.2687402
Mongolia,4366.089537
United Kingdom,43646.95197
Tunisia,4361.687736
Lesotho,436.4881373
Guinea-Bissau,436.4752202
Canada,43596.13554
Paraguay,4359.428415
Georgia,4357.000936
Tonga,4354.24436
Mongolia,4351.888461
Zambia,435.4581994
Mozambique,435.3340633
Tunisia,4344.64192
Sweden,43437.06312
Libya,4337.919139
Turkey,4337.478003
Tonga,4336.239603
Jamaica,4335.178411
Jamaica,4331.292053
New Zealand,43306.07
Botswana,4330.972369
Canada,43294.64816
Iceland,43237.07295
Samoa,4322.868457
Zimbabwe,431.7872587
Norway,43084.47247
Jordan,4308.151074
United Kingdom,43070.49836
Tunisia,4307.580023
France,43011.2631
Guinea-Bissau,430.0039403
New Zealand,42992.89527
New Zealand,42976.64959
Namibia,4295.387143
Kenya,429.787819
Sweden,42821.67314
Jordan,4282.765825
Mozambique,428.9266729
Finland,42784.69836
Australia,42783.32257
Kuwait,42781.56475
Argentina,4277.721573
New Zealand,42755.21626
United Arab Emirates,42701.44305
Belize,4270.780085
United Kingdom,42686.80005
Panama,4267.292687
Georgia,4266.690795
Armenia,4266.018074
France,42592.93539
Samoa,4258.978767
Switzerland,42578.76314
Belize,4252.395404
Ecuador,4249.01897
Albania,4247.630047
United Arab Emirates,42412.6395
Central African Republic,424.4491317
Guyana,4233.766143
Canada,42315.60371
Ecuador,4231.619235
Jordan,4231.51828
Eswatini,4230.171266
United Kingdom,42284.88449
Azerbaijan,4221.407478
Peru,4220.616378
Armenia,4220.540321
South Africa,4217.11478
United Kingdom,42132.09072
Thailand,4213.006654
Qatar,42124.94084
Namibia,4212.367197
Germany,42107.51727
Israel,42063.45313
Belgium,41984.10303
Netherlands,41979.05585
Peru,4196.311627
Bosnia and Herzegovina,4193.368011
United Arab Emirates,41907.42147
Somalia,419.3948077
Ukraine,4187.739845
Samoa,4187.504729
Belize,4186.519998
United Arab Emirates,41809.46216
Burkina Faso,418.3766603
Bangladesh,418.0689421
Namibia,4179.278066
Algeria,4177.889542
Jordan,4175.356602
Guatemala,4173.301666
United States,41712.80107
Ghana,417.5080667
Eswatini,4168.489403
El Salvador,4167.730939
Fiji,4167.694935
Angola,4166.979833
Malaysia,4165.726104
Jordan,4164.108769
Mozambique,416.8098242
Germany,41587.2129
Mongolia,4158.521471
France,41575.42196
France,41572.48501
Tonga,4157.877249
Mongolia,4156.84697
Belize,4155.323885
Germany,41531.9342
France,41508.43269
Eritrea,415.0360305
Bangladesh,415.0344043
United Kingdom,41499.5557
Germany,41485.90165
Costa Rica,4147.824369
Azerbaijan,4147.089716
Iraq,4145.862936
New Zealand,41441.46667
Tuvalu,4143.109753
Algeria,4142.018558
Lithuania,4141.592702
Gabon,4141.434366
Latvia,4136.933297
Gabon,4135.99238
Indonesia,4135.201531
Jordan,4131.44735
Japan,41308.99684
Iceland,41301.27322
Togo,413.3298662
Bangladesh,413.0802826
Tunisia,4128.463959
Panama,4126.232386
Albania,4124.05539
Uruguay,4120.544205
Finland,41188.0937
Belize,4115.177008
Albania,4114.134899
Ireland,41112.74822
Algeria,4109.698217
Samoa,4109.663228
Dominican Republic,4109.033591
Germany,41086.72967
United Kingdom,41059.16881
Eswatini,4105.893683
Jamaica,4103.601637
Australia,41001.14298
Belgium,40991.80814
United Arab Emirates,40976.49075
Angola,4095.810057
Tunisia,4094.836287
Albania,4094.348386
Uruguay,4090.891888
Japan,40898.6479
Canada,40876.31015
France,40874.70039
United Kingdom,40857.75558
Angola,4080.941034
Tajikistan,408.8384135
Cambodia,408.5136388
Sierra Leone,408.4810085
Togo,408.0571173
North Macedonia,4079.391954
Italy,40778.34274
Japan,40777.6087
Israel,40774.12961
Sri Lanka,4077.043841
Samoa,4071.926959
Estonia,4070.609024
Eritrea,407.769077
Guinea,407.3009759
New Caledonia,40697.65294
Samoa,4067.843459
Ukraine,4066.547885
United Arab Emirates,40644.79119
France,40638.33525
Austria,40635.28182
Georgia,4062.169888
Mongolia,4060.950518
Panama,4060.317793
Togo,406.562366
Sri Lanka,4059.20823
Namibia,4059.101348
France,40578.64429
Tuvalu,4055.89561
El Salvador,4052.624775
Canada,40504.06073
Guyana,4050.786237
Lesotho,405.6057121
Guinea-Bissau,405.0751184
Paraguay,4047.909791
Panama,4046.429148
Denmark,40458.7774
Jordan,4044.426869
Malaysia,4043.662923
Costa Rica,4042.705686
Fiji,4040.152119
Central African Republic,404.3745429
Eswatini,4039.159341
United Kingdom,40371.71083
Samoa,4037.813829
Netherlands,40362.39478
Turkmenistan,4036.456805
Libya,4035.196802
Uganda,403.6637446
Georgia,4021.743306
Samoa,4020.959844
Central African Republic,402.1916451
Japan,40193.25244
Mauritius,4018.948897
Georgia,4014.185944
Armenia,4010.861381
Sierra Leone,401.8348761
New Zealand,40080.49411
Ukraine,4004.804396
Tonga,4002.813771
Singapore,40007.46926
New Zealand,39973.38076
Guatemala,3994.636913
Gabon,3993.031336
Algeria,3989.668276
Japan,39876.30397
Armenia,3986.231624
Japan,39808.16856
Thailand,3973.017172
Switzerland,39727.84667
Kenya,397.4826588
United Kingdom,39688.61497
New Caledonia,39675.56631
Costa Rica,3960.307703
Togo,396.9205798
Liberia,396.6017613
Uzbekistan,396.377979
Albania,3952.802538
Algeria,3950.512993
Kenya,395.3294716
United States,39496.48588
Iceland,39476.69785
Algeria,3946.452447
Singapore,39432.93835
Maldives,3941.431136
Japan,39400.73936
Samoa,3937.186246
United Arab Emirates,39365.45964
Dominican Republic,3932.784407
Samoa,3932.105847
Guinea,393.7396899
Mali,393.4050091
Mauritius,3929.075495
Tunisia,3924.363346
United Arab Emirates,39194.67224
Japan,39169.35957
Eswatini,3915.643467
Armenia,3914.527854
Eswatini,3914.418484
Malaysia,3913.429386
Jordan,3910.346894
El Salvador,3910.254403
Malawi,391.5617052
Nepal,391.3800572
Sierra Leone,391.200943
Finland,39040.28888
Turkmenistan,3904.465301
France,39030.36037
Niger,390.2844802
Bulgaria,3899.907638
United Kingdom,38952.21103
Switzerland,38952.0342
Indonesia,3893.859578
Singapore,38927.20688
Somalia,389.8313955
Somalia,389.8220615
Kenya,389.5426302
Japan,38891.08627
Sri Lanka,3886.291502
Belize,3885.034074
Algeria,3883.2709
Azerbaijan,3880.738731
Eritrea,388.5959475
Mongolia,3875.321675
Malawi,387.6057212
Indonesia,3869.588427
France,38685.25849
Belgium,38672.70594
United Arab Emirates,38663.4005
New Zealand,38630.72659
Somalia,386.437817
Italy,38599.06221
Kuwait,38577.49828
Mauritius,3856.625227
Norway,38542.7151
Iraq,3853.82862
Jordan,3852.890025
Sri Lanka,3852.265603
Azerbaijan,3851.437869
New Caledonia,38503.25385
Japan,38475.39525
Belarus,3847.434124
Sri Lanka,3843.780672
Austria,38403.13388
Somalia,384.4634014
New Zealand,38387.62708
Armenia,3838.17388
Indonesia,3837.578024
China,3832.236432
Uzbekistan,383.343068
Mozambique,383.2702219
Japan,38298.98017
Zambia,382.9410352
Zambia,382.2419633
Lesotho,382.1896086
Sri Lanka,3819.25353
United Arab Emirates,38141.86713
Norway,38131.46061
El Salvador,3805.995686
United States,38023.16111
Belize,3802.26316
Malawi,380.5969877
Ethiopia,380.5690032
Central African Republic,380.2979111
El Salvador,3798.636521
Costa Rica,3789.053886
Cuba,3786.66345
Israel,37847.64994
Italy,37822.66524
Japan,37812.89502
Guatemala,3779.642336
Tunisia,3776.332046
Kazakhstan,3771.278957
Finland,37702.84538
Central African Republic,377.4229177
Mongolia,3757.565415
Kuwait,37561.72593
New Caledonia,37494.89516
Brazil,3749.910848
Colombia,3741.092837
Burkina Faso,374.627358
Somalia,374.1147807
Namibia,3739.531717
Jordan,3736.645462
New Caledonia,37353.7373
Israel,37330.2618
Jamaica,3733.798671
Sweden,37321.7979
New Caledonia,37294.02281
Ukraine,3724.938437
Guinea-Bissau,372.0561949
Fiji,3715.932657
United States,37133.24281
Malawi,371.2695217
Italy,37079.75867
El Salvador,3705.579704
Ukraine,3704.824973
France,37037.37419
Libya,3703.042952
Tuvalu,3701.709255
Libya,3699.294765
Indonesia,3694.35934
Turkey,3687.956093
Tunisia,3687.777461
Mongolia,3687.100003
New Caledonia,36864.85762
Austria,36821.52147
Armenia,3681.844691
Tunisia,3680.892597
Sri Lanka,3680.673477
Eswatini,3680.349473
Madagascar,368.7972369
Belgium,36795.97688
Ghana,367.8213621
France,36638.18493
Ukraine,3661.456204
Rwanda,366.8943924
Sudan,366.172742
Guyana,3658.479967
Mongolia,3658.3903
Fiji,3652.535933
Belize,3650.60647
Israel,36499.45611
France,36443.62631
Tuvalu,3643.121608
Indonesia,3643.047176
Maldives,3640.012132
Afghanistan,364.663542
Canada,36382.50792
New Caledonia,36382.48766
Brazil,3637.31389
United States,36334.90878
United Arab Emirates,36333.18733
Germany,36323.44774
Guinea,363.4822793
United Arab Emirates,36284.55524
Fiji,3627.632856
Paraguay,3626.818637
Uruguay,3624.205685
Indonesia,3623.927241
Cambodia,362.3354822
Equatorial Guinea,3618.544476
Australia,36117.48798
Sri Lanka,3610.289363
Jamaica,3609.203331
Armenia,3607.289299
Peru,3606.070689
Italy,36000.52012
Sierra Leone,360.3716605
Japan,35991.546
Albania,3595.038057
Armenia,3591.828052
Suriname,3590.648183
Afghanistan,359.6931579
El Salvador,3589.042885
Angola,3587.883645
Israel,35808.43643
Latvia,3578.0019
Japan,35779.02454
Tunisia,3574.654024
Tuvalu,3574.065288
Netherlands,35672.2066
Ecuador,3567.837186
Samoa,3566.42836
Indonesia,3562.816334
Zimbabwe,356.6932344
Kuwait,35591.03713
Jordan,3559.692102
Italy,35549.9747
Italy,35518.41529
Central African Republic,354.6708633
Ethiopia,354.4795719
Cyprus,35397.36368
New Caledonia,35391.08787
Japan,35387.03742
Spain,35366.2596
Belgium,35364.37533
Tonga,3527.952342
Belize,3526.081513
Armenia,3525.807198
Lithuania,3525.793632
Guatemala,3522.773706
Botswana,3522.310821
Tunisia,3521.591948
El Salvador,3509.526536
Tuvalu,3506.308144
Angola,3506.073128
Italy,35053.52624
Somalia,350.1681618
Japan,34960.63938
Romania,3494.944517
Indonesia,3491.637491
Uganda,349.2171001
Philippines,3485.340844
Jamaica,3480.511665
Malawi,348.4298737
New Caledonia,34788.52928
Algeria,3478.710002
France,34760.18502
Maldives,3476.006273
China,3468.304602
Namibia,3464.418226
Italy,34605.26273
Nepal,346.9453313
Tuvalu,3457.376266
Jordan,3455.769953
Qatar,34517.60321
Germany,34507.36881
Zambia,345.6896207
United Kingdom,34487.46757
Japan,34406.18246
Jamaica,3437.655517
Guinea,343.6026312
El Salvador,3428.409332
Eswatini,3425.531957
Djibouti,3425.484176
Eswatini,3424.282212
Bosnia and Herzegovina,3416.512376
Djibouti,3414.916178
Colombia,3414.465158
Ethiopia,341.5541227
Australia,34080.9999
Germany,34044.05363
Belize,3404.420586
Tajikistan,340.5831832
Tuvalu,3398.39675
New Caledonia,33976.55555
Cuba,3395.710843
Jamaica,3392.123878
United Arab Emirates,33893.26387
Bulgaria,3389.707049
Eswatini,3385.858846
Cambodia,338.9874773
Madagascar,338.7511983
Samoa,3378.953029
Israel,33775.512
Singapore,33769.15416
France,33741.26192
South Africa,3374.718423
Tunisia,3369.924443
Thailand,3369.543198
New Zealand,33676.77412
Italy,33641.63375
Belize,3364.491731
North Macedonia,3362.968419
Fiji,3362.820495
Latvia,3361.640869
Mali,336.4187392
Niger,336.2819503
Guinea,336.1540207
Liberia,336.1156743
Guatemala,3355.036919
Italy,33501.65817
Sri Lanka,3350.521876
United Arab Emirates,33499.10278
Argentina,3349.8063
Eritrea,334.5855715
Madagascar,334.4416177
Kuwait,33399.06044
Indonesia,3331.695115
Tonga,3331.546555
Uganda,333.7315763
Guinea-Bissau,333.0585793
United Arab Emirates,33291.36625
Ecuador,3328.884156
Eswatini,3327.445134
Georgia,3324.735879
Denmark,33228.69354
Bhutan,3322.863329
Malawi,332.2590946
Fiji,3311.159895
Rwanda,331.6901134
Central African Republic,331.1630882
Algeria,3306.858208
Philippines,3298.829586
Lithuania,3293.229979
Angola,3289.643995
Bhutan,3286.596744
Finland,32855.13263
Puerto Rico,32850.54861
Japan,32820.79364
Togo,328.3981073
Botswana,3278.016079
Israel,32667.60687
El Salvador,3266.010978
Ethiopia,326.4368228
Mozambique,326.0751909
Ireland,32550.27907
Spain,32549.97098
Tuvalu,3253.899536
New Caledonia,32520.29416
Philippines,3252.110274
New Zealand,32479.98174
Bhutan,3243.477437
Iceland,32409.21615
Cyprus,32396.38574
New Caledonia,32391.19722
Kuwait,32373.25112
Morocco,3235.00066
Georgia,3233.295943
Italy,32326.67421
Sierra Leone,323.3890184
Puerto Rico,32290.92114
Guatemala,3228.045741
Morocco,3226.982794
Austria,32222.89724
Guinea,322.41554
Armenia,3218.378299
Canada,32143.68141
Cyprus,32109.24251
Niger,321.7236612
Cambodia,321.1502236
Iceland,32096.37226
Italy,32043.14037
Spain,32042.47408
United Arab Emirates,32024.19778
Sri Lanka,3200.861132
Central African Republic,320.7368123
Greece,31997.28202
Ukraine,3197.934295
Tuvalu,3197.772252
Cuba,3197.133185
Tunisia,3193.204358
Botswana,3190.624811
Guinea-Bissau,319.9574494
Madagascar,319.5374751
Mozambique,319.3596208
Madagascar,319.2163788
Guyana,3188.67316
Iraq,3182.841351
Eswatini,3176.691168
Vanuatu,3173.822022
Italy,31714.22095
Morocco,3171.699192
Samoa,3168.228207
Spain,31636.44631
Puerto Rico,31604.70151
Brazil,3160.249345
Eritrea,316.8239534
United Arab Emirates,31567.54631
Peru,3154.331349
Nepal,315.80563
Malawi,315.7779871
Turkey,3142.920998
Djibouti,3141.861711
Myanmar,314.2022942
Armenia,3139.28071
Eswatini,3137.387266
Samoa,3133.671327
United Arab Emirates,31280.75586
Italy,31259.7165
New Zealand,31252.96256
Belarus,3125.810535
Vanuatu,3125.404999
Cyprus,31244.92622
Philippines,3123.245642
Angola,3122.781599
Indonesia,3122.362673
Angola,3121.996085
Morocco,3121.680081
Vanuatu,3116.297759
Algeria,3113.094883
Tunisia,3111.374381
Puerto Rico,31108.76057
Dominican Republic,3110.325447
Tajikistan,311.6272313
Ukraine,3104.643206
Cyprus,31023.63833
Nigeria,3098.985791
Ukraine,3096.561697
Italy,30939.71425
Eswatini,3083.838141
Vanuatu,3082.475083
Guinea-Bissau,308.9103184
Malawi,308.1636182
Eritrea,308.1341868
Israel,30780.02382
Ukraine,3078.429982
Denmark,30751.65435
Denmark,30743.54768
Philippines,3073.654686
North Macedonia,3072.678573
Brazil,3070.436419
Mali,307.7048595
Malta,30672.29224
Puerto Rico,30627.1634
Liberia,306.8338642
Liberia,306.7102516
Liberia,306.4739396
Belgium,30587.66841
Morocco,3058.691689
Australia,30513.94174
Spain,30502.71971
Burundi,305.5496525
Maldives,3049.207981
Morocco,3046.947854
Ghana,304.564636
Maldives,3038.781417
Morocco,3035.454433
Spain,30349.7521
Aruba,30253.27936
Germany,30243.57653
Tuvalu,3024.761774
Italy,30230.2263
Qatar,30214.67042
Togo,302.958592
Mozambique,302.5452337
Malta,30186.19596
Tonga,3006.606344
Suriname,3006.183233
United Kingdom,30049.89632
Ecuador,3002.138604
Philippines,3001.043182
Bhutan,3000.779327
Cambodia,300.613679
Cuba,2999.241763
Qatar,29976.16763
Vanuatu,2997.293432
Singapore,29961.26328
Armenia,2994.340471
Sweden,29899.19525
Kuwait,29869.55275
El Salvador,2983.228806
Bosnia and Herzegovina,2980.601268
Malawi,298.4334104
Dominican Republic,2977.43451
Puerto Rico,29763.4883
Paraguay,2976.824014
Kuwait,29759.46747
Albania,2972.742924
Greece,29710.97023
South Africa,2971.819769
Israel,29650.77025
Sweden,29624.91267
Nigeria,2961.549422
New Caledonia,29604.05264
Mozambique,296.2684069
Uganda,296.0142675
Philippines,2959.645435
France,29568.3888
Spain,29555.3157
Vanuatu,2954.774511
Spain,29461.55033
Liberia,294.8932201
Burkina Faso,294.6653885
Tuvalu,2936.521547
Aruba,29350.80502
Cyprus,29334.11093
El Salvador,2933.39424
Bhutan,2930.574923
Eritrea,293.9556724
Central African Republic,293.661549
Madagascar,293.6071574
Vanuatu,2926.67996
Cyprus,29206.07672
Netherlands,29204.03983
Papua New Guinea,2920.782986
Togo,292.8231035
Chad,292.6008802
Sierra Leone,292.3490663
Djibouti,2914.358197
Morocco,2912.658275
Tonga,2910.145122
Spain,29059.54795
Puerto Rico,28981.45733
Morocco,2896.722196
Thailand,2894.062656
Cyprus,28912.15694
Morocco,2890.360715
Malawi,289.5552148
Iceland,28897.44394
Greece,28827.32639
Morocco,2875.257985
Kazakhstan,2874.288483
Tonga,2873.076637
Philippines,2871.429701
Vanuatu,2870.0893
Dominican Republic,2869.178139
Morocco,2866.92411
Niger,286.4900658
Nepal,286.1576726
Liberia,286.0647253
El Salvador,2858.483344
Guatemala,2852.547327
Qatar,28517.22084
Puerto Rico,28513.16574
Aruba,28452.17061
Madagascar,284.4877263
Aruba,28396.90842
Morocco,2839.92612
Brazil,2839.491501
Vanuatu,2839.40634
Cuba,2837.73573
Spain,28365.31349
Spain,28324.42934
Canada,28300.4631
Ireland,28257.93859
Malta,28250.69777
United Kingdom,28223.06757
Georgia,2822.66743
New Zealand,28209.36233
Papua New Guinea,2820.306397
Malawi,282.5671076
Fiji,2818.91392
Spain,28100.58624
Angola,2809.626088
Vanuatu,2805.66532
Guatemala,2802.461962
Djibouti,2802.166204
Papua New Guinea,2801.371393
Sri Lanka,2799.648738
South Africa,2797.087291
Samoa,2796.601169
North Macedonia,2795.899261
Puerto Rico,27944.73389
Papua New Guinea,2790.676303
Malta,27884.64283
El Salvador,2786.157774
Colombia,2782.623185
United Kingdom,27806.44882
Israel,27780.46372
New Zealand,27751.06547
Cyprus,27729.1927
Kuwait,27653.15762
Singapore,27608.53737
Tunisia,2760.405122
Papua New Guinea,2757.21753
Uzbekistan,2753.971072
Cyprus,27527.84531
Bhutan,2752.630172
Slovenia,27483.33717
Cuba,2747.100303
Italy,27465.6753
Equatorial Guinea,2744.191483
Burundi,274.8578362
Jordan,2735.378767
Rwanda,273.6336903
Papua New Guinea,2729.888751
Peru,2729.499172
Puerto Rico,27278.88305
Sweden,27247.85773
Nigeria,2723.822191
Bulgaria,2719.497656
Cyprus,27163.33297
Aruba,27083.63486
Spain,27063.19392
Uzbekistan,2704.677188
Kuwait,27011.654
Mali,270.542236
Eswatini,2699.130742
Bosnia and Herzegovina,2698.46718
Vanuatu,2695.666186
Papua New Guinea,2695.249009
Philippines,2694.305109
China,2693.970063
Ecuador,2691.277685
Ghana,269.0149848
Aruba,26893.01151
Netherlands,26873.27593
Nigeria,2687.480056
Finland,26869.6749
New Caledonia,26861.69844
Niger,268.349893
Romania,2679.41191
Papua New Guinea,2679.346579
Malta,26754.26845
Albania,2673.786584
Cyprus,26729.3234
Malawi,267.3990119
Burkina Faso,267.0975996
Greece,26690.60742
New Zealand,26654.5932
Cyprus,26608.87509
Thailand,2660.126835
Sierra Leone,266.5693713
Sierra Leone,266.4469054
Djibouti,2658.949245
Bhutan,2652.225654
Guatemala,2651.817123
Spain,26505.34322
Tuvalu,2645.109505
Aruba,26441.61994
Puerto Rico,26435.74879
Mongolia,2643.287083
Spain,26419.29686
Austria,26401.74546
Ukraine,2639.391654
Ukraine,2638.326055
Georgia,2635.353882
El Salvador,2631.822739
Afghanistan,263.7336019
Vanuatu,2629.053124
Uzbekistan,2628.460008
Ireland,26269.18162
Namibia,2621.700395
Netherlands,26149.41108
Suriname,2611.377493
Slovenia,26104.10279
Algeria,2610.185422
Uganda,261.8691416
Tuvalu,2602.619444
Turkmenistan,2600.368758
Central African Republic,260.7454587
Rwanda,260.6011858
Burundi,260.5652208
Angola,2599.565948
Slovenia,25942.95477
Tonga,2594.418739
Argentina,2593.404563
Samoa,2590.489858
Aruba,25834.11178
Ghana,258.4710399
New Caledonia,25770.53108
Puerto Rico,25768.72589
Malta,25741.44606
Spain,25732.01836
Vanuatu,2573.889015
Bhutan,2563.261224
Burundi,256.9756526
Honduras,2556.456891
Slovenia,25517.33067
Burkina Faso,255.7186873
Greece,25450.53412
New Zealand,25420.23488
Uganda,254.3012043
Bhutan,2538.949519
Burundi,253.8263541
Saudi Arabia,25243.602
Colombia,2520.481089
Nepal,252.4023518
Sierra Leone,252.396007
Burundi,252.3588707
Jordan,2513.028732
Central African Republic,251.2072914
Slovenia,25095.13229
Papua New Guinea,2509.629637
Germany,25077.72908
Central African Republic,250.3571459
Morocco,2499.259938
Bahrain,24989.43753
Oman,24988.01259
Aruba,24985.01392
Cyprus,24959.25917
Israel,24952.54759
Finland,24946.18919
Malta,24921.60368
Honduras,2492.868968
Guatemala,2490.749127
Rwanda,249.7433131
Burundi,249.5779794
Puerto Rico,24898.33459
Belgium,24887.56133
Nigeria,2487.598017
Dominican Republic,2487.329061
Spain,24861.2828
Portugal,24847.54514
Saudi Arabia,24845.12466
Kuwait,24811.76971
Greece,24801.15778
Malta,24771.07658
Bahrain,24744.29696
Azerbaijan,2473.081819
Bhutan,2472.724753
Aruba,24712.49326
Slovenia,24694.23049
Djibouti,2464.294905
Aruba,24631.18205
Cyprus,24605.92083
Nepal,246.7255581
Austria,24564.45829
Austria,24537.51426
Philippines,2450.735694
Uganda,245.5000403
Saudi Arabia,24464.21256
North Macedonia,2440.476943
Nepal,244.7208435
Ethiopia,244.2860523
Colombia,2439.682456
Honduras,2436.671636
Liberia,243.0895775
Finland,24285.46682
El Salvador,2428.568879
Canada,24271.00206
Canada,24255.33858
Ecuador,2425.851842
Slovenia,24214.92207
Afghanistan,242.0313132
Uzbekistan,2419.718703
Dominican Republic,2418.350422
France,24177.33556
Peru,2417.034363
Solomon Islands,2411.862926
Bahrain,24085.95599
Papua New Guinea,2406.910967
Aruba,24046.22638
Myanmar,240.6240142
Colombia,2396.627127
Ukraine,2391.323934
Uganda,239.473127
Honduras,2389.012431
Oman,23888.62658
Singapore,23852.32703
Oman,23837.31094
Canada,23822.06012
Burundi,238.9907259
Burundi,238.783467
Rwanda,238.7812778
Cyprus,23792.62136
Slovenia,23787.64656
Belarus,2378.623286
Saudi Arabia,23745.88058
Bahrain,23742.93734
Singapore,23730.15245
Albania,2373.581292
Iraq,2373.209448
Tajikistan,237.7573352
Puerto Rico,23664.88235
Bahrain,23654.36959
Germany,23635.92922
Ghana,2361.090324
Germany,23607.88286
Thailand,2359.116831
Bahrain,23551.93009
Portugal,23551.04829
Samoa,2353.455973
Vanuatu,2352.973255
Aruba,23513.5277
Slovenia,23509.54314
Slovenia,23496.6025
Australia,23492.40517
Slovenia,23455.94473
Tunisia,2344.396907
Solomon Islands,2344.048976
Cyprus,23408.33668
Burundi,234.2355389
Estonia,23397.12001
Saudi Arabia,23337.01755
Portugal,23330.81729
Solomon Islands,2332.844216
Aruba,23300.73836
Rwanda,233.1512636
Honduras,2326.297278
Portugal,23186.91313
Malta,23155.55479
Saudi Arabia,23139.79798
Equatorial Guinea,2313.165937
Djibouti,2312.720948
Bahrain,23066.45098
Portugal,23059.79745
Estonia,23052.30126
Belgium,23041.53473
Estonia,23027.027
Oman,23017.93398
Tonga,2301.654115
Belgium,22995.15752
Equatorial Guinea,22942.6101
Puerto Rico,22935.94116
Nepal,229.4903926
Sierra Leone,229.3756595
Honduras,2286.203037
Colombia,2281.401762
Nigeria,2280.437337
Niger,228.2359086
Burundi,228.2135892
Portugal,22782.09462
El Salvador,2278.43033
Solomon Islands,2274.887866
Paraguay,2271.088885
Suriname,2267.753984
Uzbekistan,2267.623275
Slovenia,22643.10025
Bahrain,22634.08565
Tuvalu,2263.575948
Indonesia,2261.247309
Bahrain,22608.45256
Ghana,2260.860567
Nigeria,2259.114059
Bosnia and Herzegovina,2258.946452
Bhutan,2258.186435
Aruba,22568.37499
Greece,22551.73577
Tunisia,2253.034852
Malta,22527.63676
Bahrain,22514.20272
Guatemala,2251.087963
Solomon Islands,2250.601164
Portugal,22498.69086
Fiji,2248.714191
Solomon Islands,2248.614935
Ghana,2246.625578
France,22433.55498
France,22364.02939
Maldives,2234.595861
Nigeria,2229.858652
Italy,22270.14412
Solomon Islands,2225.486842
Malta,22205.35681
Portugal,22176.29671
Philippines,2217.472153
Singapore,22159.68886
Kuwait,22148.37815
Oman,22139.74071
Tunisia,2211.835015
Chad,221.4165369
El Salvador,2209.497245
Portugal,22074.30076
Ghana,2205.529016
Morocco,2196.011276
Puerto Rico,21959.3227
Greece,21955.10414
Greece,21914.25173
New Zealand,21913.70817
Honduras,2190.653139
Ukraine,2187.73051
Israel,21853.14024
Namibia,2185.604115
